muncod2;ufmun;VotBol2018;Obtos_100khabit
210237;MA-CACHOEIRA GRANDE;0,1103;63,61997667
210240;MA-CAJAPIÓ;0,0785;35,78777847
210250;MA-CAJARI;0,0907;30,96134991
210255;MA-CAMPESTRE DO MARANHÃO;0,3011;285,2372339
210260;MA-CÂNDIDO MENDES;0,2048;29,73535534
210270;MA-CANTANHEDE;0,1389;40,91839054
210275;MA-CAPINZAL DO NORTE;0,2083;64,02048656
210280;MA-CAROLINA;0,3502;78,11857578
210290;MA-CARUTAPERA;0,2591;142,8151384
210300;MA-CAXIAS;0,2408;116,4483261
210310;MA-CEDRAL;0,1707;37,470726
210312;MA-CENTRAL DO MARANHÃO;0,0786;23,06007149
210315;MA-CENTRO DO GUILHERME;0,1324;37,15262298
210317;MA-CENTRO NOVO DO MARANHÃO;0,1504;41,62427158
210320;MA-CHAPADINHA;0,2197;114,2139944
210325;MA-CIDELÂNDIA;0,2346;27,21643873
210330;MA-CODÓ;0,2263;139,1839426
210340;MA-COELHO NETO;0,1606;91,02862344
210350;MA-COLINAS;0,1571;109,2816553
210355;MA-CONCEIÇÃO DO LAGO-AÇU;0,196;67,7465049
210360;MA-COROATÁ;0,2767;98,01519235
210370;MA-CURURUPU;0,1476;70,34714788
210375;MA-DAVINÓPOLIS;0,3483;170,4369383
210380;MA-DOM PEDRO;0,2948;98,50107066
210390;MA-DUQUE BACELAR;0,0906;88,11349018
210400;MA-ESPERANTINÓPOLIS;0,1813;127,6028073
210405;MA-ESTREITO;0,3939;112,0488247
210407;MA-FEIRA NOVA DO MARANHÃO;0,2829;105,8325494
210408;MA-FERNANDO FALCÃO;0,1711;9,652509653
210409;MA-FORMOSA DA SERRA NEGRA;0,3034;10,4772382
210410;MA-FORTALEZA DOS NOGUEIRAS;0,272;126,6724725
210420;MA-FORTUNA;0,1532;32,15020576
210430;MA-GODOFREDO VIANA;0,2635;42,30476352
210440;MA-GONÇALVES DIAS;0,1894;105,944017
210450;MA-GOVERNADOR ARCHER;0,169;46,12546125
210455;MA-GOVERNADOR EDISON LOBÃO;0,3718;158,5045912
210460;MA-GOVERNADOR EUGÊNIO BARROS;0,1635;47,53981459
210462;MA-GOVERNADOR LUIZ ROCHA;0,2232;12,80901755
210465;MA-GOVERNADOR NEWTON BELLO;0,1546;68,76227898
210467;MA-GOVERNADOR NUNES FREIRE;0,2356;35,1878641
210470;MA-GRAÇA ARANHA;0,167;47,90801661
210480;MA-GRAJAÚ;0,3002;142,3907259
210490;MA-GUIMARÃES;0,1149;58,18786367
210500;MA-HUMBERTO DE CAMPOS;0,1565;34,82257896
210510;MA-ICATU;0,1226;36,88267621
210515;MA-IGARAPÉ DO MEIO;0,1253;190,4493193
210520;MA-IGARAPÉ GRANDE;0,3153;114,8409894
210530;MA-IMPERATRIZ;0,5499;286,4520918
210535;MA-ITAIPAVA DO GRAJAÚ;0,1831;56,05032073
210540;MA-ITAPECURU MIRIM;0,1729;80,64161401
210542;MA-ITINGA DO MARANHÃO;0,4263;88,46153846
210545;MA-JATOBÁ;0,1444;49,24652812
210547;MA-JENIPAPO DOS VIEIRAS;0,1587;115,046927
210550;MA-JOÃO LISBOA;0,3131;190,4197698
210560;MA-JOSELÂNDIA;0,1829;12,37011381
210565;MA-JUNCO DO MARANHÃO;0,1474;58,27505828
210570;MA-LAGO DA PEDRA;0,3595;127,3226435
210580;MA-LAGO DO JUNCO;0,2049;36,900369
210590;MA-LAGO VERDE;0,1168;86,11674971
210592;MA-LAGOA DO MATO;0,1007;80
210594;MA-LAGO DOS RODRIGUES;0,2093;146,51189
210596;MA-LAGOA GRANDE DO MARANHÃO;0,1799;87,76549061
210598;MA-LAJEADO NOVO;0,3255;158,9403974
210600;MA-LIMA CAMPOS;0,3005;75,67476667
210610;MA-LORETO;0,1783;49,35428148
210620;MA-LUÍS DOMINGUES;0,3168;14,38641922
210630;MA-MAGALHÃES DE ALMEIDA;0,2132;35,3071724
210632;MA-MARACAÇUMÉ;0,2406;28,0439355
210635;MA-MARAJÁ DO SENA;0,1522;51,33470226
210637;MA-MARANHÃOZINHO;0,1585;49,18536735
210640;MA-MATA ROMA;0,159;65,36336087
210650;MA-MATINHA;0,1714;29,95293111
210660;MA-MATÕES;0,1284;38,48203185
210663;MA-MATÕES DO NORTE;0,11;23,88772768
210667;MA-MILAGRES DO MARANHÃO;0,1112;11,8147448
210670;MA-MIRADOR;0,1456;33,3095408
210675;MA-MIRANDA DO NORTE;0,216;81,04013248
210680;MA-MIRINZAL;0,1915;106,9375752
210690;MA-MONÇÃO;0,1365;83,74708381
210700;MA-MONTES ALTOS;0,2549;98,25327511
210710;MA-MORROS;0,1605;56,60474451
210720;MA-NINA RODRIGUES;0,1321;96,85900097
210725;MA-NOVA COLINAS;0,2339;92,86775632
210730;MA-NOVA IORQUE;0,1361;21,35383301
210735;MA-NOVA OLINDA DO MARANHÃO;0,1606;47,78287462
210740;MA-OLHO D'ÁGUA DAS CUNHÃS;0,1671;107,6647014
210745;MA-OLINDA NOVA DO MARANHÃO;0,139;68,0225835
210750;MA-PAÇO DO LUMIAR;0,3755;125,2076565
210760;MA-PALMEIRÂNDIA;0,0972;45,63431701
210770;MA-PARAIBANO;0,1419;121,5748621
210780;MA-PARNARAMA;0,101;57,2950984
210790;MA-PASSAGEM FRANCA;0,1788;147,2211999
210800;MA-PASTOS BONS;0,1594;56,49137223
210805;MA-PAULINO NEVES;0,116;18,7090739
210810;MA-PAULO RAMOS;0,2158;142,5855513
210820;MA-PEDREIRAS;0,3395;135,1041321
210825;MA-PEDRO DO ROSÁRIO;0,1057;27,83964365
210830;MA-PENALVA;0,1062;25,99428126
210840;MA-PERI MIRIM;0,1132;27,93686269
210845;MA-PERITORÓ;0,1309;38,79979307
210850;MA-PINDARÉ-MIRIM;0,1974;78,92899426
210860;MA-PINHEIRO;0,2292;101,9343543
210870;MA-PIO XII;0,1504;107,0514312
210880;MA-PIRAPEMAS;0,1357;48,32214765
210890;MA-POÇÃO DE PEDRAS;0,2101;83,92547418
210900;MA-PORTO FRANCO;0,3608;209,3364036
210905;MA-PORTO RICO DO MARANHÃO;0,2258;100,41841
210910;MA-PRESIDENTE DUTRA;0,2855;31,37812735
210920;MA-PRESIDENTE JUSCELINO;0,1243;7,85299199
210923;MA-PRESIDENTE MÉDICI;0,1412;28,510335
210927;MA-PRESIDENTE SARNEY;0,1059;63,43165239
210930;MA-PRESIDENTE VARGAS;0,0935;35,7366211
210940;MA-PRIMEIRA CRUZ;0,0955;13,05909239
210945;MA-RAPOSA;0,2729;87,77347941
210950;MA-RIACHÃO;0,2197;123,7930181
210955;MA-RIBAMAR FIQUENE;0,3315;218,2004877
210960;MA-ROSÁRIO;0,1959;51,47402901
210970;MA-SAMBAÍBA;0,2795;52,90072298
210975;MA-SANTA FILOMENA DO MARANHÃO;0,1554;0
210980;MA-SANTA HELENA;0,1812;45,09850463
210990;MA-SANTA INÊS;0,3159;180,8094874
211000;MA-SANTA LUZIA;0,1691;107,3389572
211003;MA-SANTA LUZIA DO PARUÁ;0,2332;35,63791875
211010;MA-SANTA QUITÉRIA DO MARANHÃO;0,1203;66,2974807
211020;MA-SANTA RITA;0,1645;58,11649716
211023;MA-SANTANA DO MARANHÃO;0,1367;44,82294935
211027;MA-SANTO AMARO DO MARANHÃO;0,1128;44,17518617
211030;MA-SANTO ANTÔNIO DOS LOPES;0,2384;130,7819383
211040;MA-SÃO BENEDITO DO RIO PRETO;0,11;75,01473504
211050;MA-SÃO BENTO;0,1661;46,44887306
211060;MA-SÃO BERNARDO;0,1549;59,63447574
211065;MA-SÃO DOMINGOS DO AZEITÃO;0,1518;54,11255411
211070;MA-SÃO DOMINGOS DO MARANHÃO;0,2948;40,72608797
211080;MA-SÃO FÉLIX DE BALSAS;0,1445;21,81025082
211085;MA-SÃO FRANCISCO DO BREJÃO;0,3654;8,476012884
211090;MA-SÃO FRANCISCO DO MARANHÃO;0,1033;163,8001638
211100;MA-SÃO JOÃO BATISTA;0,0906;62,90829906
211102;MA-SÃO JOÃO DO CARÚ;0,1748;50,60728745
211105;MA-SÃO JOÃO DO PARAÍSO;0,2973;98,4163908
211107;MA-SÃO JOÃO DO SOTER;0,0937;32,35722375
211110;MA-SÃO JOÃO DOS PATOS;0,2211;84,84708242
211120;MA-SÃO JOSÉ DE RIBAMAR;0,3452;147,4502918
211125;MA-SÃO JOSÉ DOS BASÍLIOS;0,105;39,26187672
211130;MA-SÃO LUÍS;0,4222;186,4080067
211140;MA-SÃO LUÍS GONZAGA DO MARANHÃO;0,1104;90,15697921
211150;MA-SÃO MATEUS DO MARANHÃO;0,1905;91,50232368
211153;MA-SÃO PEDRO DA ÁGUA BRANCA;0,3145;31,52088258
211157;MA-SÃO PEDRO DOS CRENTES;0,5749;42,84490146
211160;MA-SÃO RAIMUNDO DAS MANGABEIRAS;0,3033;95,3996184
211163;MA-SÃO RAIMUNDO DO DOCA BEZERRA;0,1498;38,18980332
211167;MA-SÃO ROBERTO;0,1313;74,41583569
211170;MA-SÃO VICENTE FERRER;0,1174;13,48496426
211172;MA-SATUBINHA;0,191;21,56101768
211174;MA-SENADOR ALEXANDRE COSTA;0,1772;8,97585495
211176;MA-SENADOR LA ROCQUE;0,2555;153,9215
211178;MA-SERRANO DO MARANHÃO;0,0636;29,25972886
211180;MA-SÍTIO NOVO;0,2723;127,2053537
211190;MA-SUCUPIRA DO NORTE;0,1758;47,01015419
211195;MA-SUCUPIRA DO RIACHÃO;0,1051;35,33568905
211200;MA-TASSO FRAGOSO;0,3045;93,88569417
211210;MA-TIMBIRAS;0,1448;78,97266859
211220;MA-TIMON;0,2598;179,7678393
211223;MA-TRIZIDELA DO VALE;0,3085;100,0090917
211227;MA-TUFILÂNDIA;0,1332;85,61643836
211230;MA-TUNTUM;0,2437;28,68617326
211240;MA-TURIAÇU;0,1401;11,23469273
211245;MA-TURILÂNDIA;0,1421;31,22682384
211250;MA-TUTÓIA;0,1627;52,66734625
211260;MA-URBANO SANTOS;0,1133;60,38282712
211270;MA-VARGEM GRANDE;0,1469;51,31835073
211280;MA-VIANA;0,2117;61,02095688
211285;MA-VILA NOVA DOS MARTÍRIOS;0,3399;29,86857826
211290;MA-VITÓRIA DO MEARIM;0,2048;70,1989989
211300;MA-VITORINO FREIRE;0,2276;171,3034927
211400;MA-ZÉ DOCA;0,2103;131,4924392
220005;PI-ACAUÃ;0,0926;14,11631846
220010;PI-AGRICOLÂNDIA;0,1737;77,83615489
220020;PI-ÁGUA BRANCA;0,2606;356,0967205
220025;PI-ALAGOINHA DO PIAUÍ;0,1983;130,701869
220027;PI-ALEGRETE DO PIAUÍ;0,1564;101,7293998
220030;PI-ALTO LONGÁ;0,1643;90,8836689
220040;PI-ALTOS;0,173;202,3492252
220045;PI-ALVORADA DO GURGUÉIA;0,1284;166,082303
220050;PI-AMARANTE;0,1357;181,8388453
220060;PI-ANGICAL DO PIAUÍ;0,1888;132,5869181
220070;PI-ANÍSIO DE ABREU;0,1196;101,2145749
220080;PI-ANTÔNIO ALMEIDA;0,2967;316,0556258
220090;PI-AROAZES;0,1158;205,655527
220095;PI-AROEIRAS DE ITAIM;0,14;78,40062721
220100;PI-ARRAIAL;0,1084;42,31013328
220105;PI-ASSUNÇÃO DO PIAUÍ;0,1153;89,21743564
220110;PI-AVELINO LOPES;0,1768;168,3054301
220115;PI-BAIXA GRANDE DO RIBEIRO;0,2427;181,2532367
220117;PI-BARRA D'ALCÂNTARA;0,127;75,93014427
220120;PI-BARRAS;0,2077;180,5974589
220130;PI-BARREIRAS DO PIAUÍ;0,1953;29,86857826
220140;PI-BARRO DURO;0,2366;142,2070535
220150;PI-BATALHA;0,2289;111,7027218
220155;PI-BELA VISTA DO PIAUÍ;0,0561;149,4396015
220157;PI-BELÉM DO PIAUÍ;0,1066;196,2983735
220160;PI-BENEDITINOS;0,1387;324,8304194
220170;PI-BERTOLÍNIA;0,1877;181,78513
220173;PI-BETÂNIA DO PIAUÍ;0,0693;32,23207091
220177;PI-BOA HORA;0,1475;88,4825247
220180;PI-BOCAINA;0,1972;88,88888889
220190;PI-BOM JESUS;0,2943;127,0900353
220191;PI-BOM PRINCÍPIO DO PIAUÍ;0,1888;195,3818828
220192;PI-BONFIM DO PIAUÍ;0,0523;105,8201058
220194;PI-BOQUEIRÃO DO PIAUÍ;0,1099;156,0792883
220196;PI-BRASILEIRA;0,14;120,0624325
220198;PI-BREJO DO PIAUÍ;0,0857;77,41935484
220200;PI-BURITI DOS LOPES;0,18;141,5499722
220202;PI-BURITI DOS MONTES;0,1054;84,91023775
220205;PI-CABECEIRAS DO PIAUÍ;0,1071;94,46438693
220207;PI-CAJAZEIRAS DO PIAUÍ;0,1063;28,09778028
220208;PI-CAJUEIRO DA PRAIA;0,1652;235,5404344
220209;PI-CALDEIRÃO GRANDE DO PIAUÍ;0,1389;34,62603878
220210;PI-CAMPINAS DO PIAUÍ;0,0684;17,81578479
220211;PI-CAMPO ALEGRE DO FIDALGO;0,0713;19,82160555
220213;PI-CAMPO GRANDE DO PIAUÍ;0,0918;84,13259297
220217;PI-CAMPO LARGO DO PIAUÍ;0,1703;96,16705591
220220;PI-CAMPO MAIOR;0,2554;271,1763073
220225;PI-CANAVIEIRA;0,1482;151,8987342
220230;PI-CANTO DO BURITI;0,1946;146,3161373
220240;PI-CAPITÃO DE CAMPOS;0,1389;218,9717089
220245;PI-CAPITÃO GERVÁSIO OLIVEIRA;0,0434;195,1219512
220250;PI-CARACOL;0,1166;100,7695126
220253;PI-CARAÚBAS DO PIAUÍ;0,2178;170,4158146
220255;PI-CARIDADE DO PIAUÍ;0,1165;98,67771857
220260;PI-CASTELO DO PIAUÍ;0,2255;126,8005681
220265;PI-CAXINGÓ;0,1484;18,43657817
220270;PI-COCAL;0,1948;118,7605715
220271;PI-COCAL DE TELHA;0,0795;224,9028828
220272;PI-COCAL DOS ALVES;0,0923;97,51340809
220273;PI-COIVARAS;0,2107;124,3781095
220275;PI-COLÔNIA DO GURGUÉIA;0,1644;154,2257866
220277;PI-COLÔNIA DO PIAUÍ;0,1019;52,24660397
220280;PI-CONCEIÇÃO DO CANINDÉ;0,117;145,7422444
220285;PI-CORONEL JOSÉ DIAS;0,0594;85,4335754
220290;PI-CORRENTE;0,2438;82,57018466
220300;PI-CRISTALÂNDIA DO PIAUÍ;0,1493;24,11381722
220310;PI-CRISTINO CASTRO;0,1707;105,5358342
220320;PI-CURIMATÁ;0,1627;131,7175975
220323;PI-CURRAIS;0,1298;40,37141704
220325;PI-CURRALINHOS;0,1281;22,50731488
220327;PI-CURRAL NOVO DO PIAUÍ;0,0704;37,43215422
220330;PI-DEMERVAL LOBÃO;0,2091;180,9365275
220335;PI-DIRCEU ARCOVERDE;0,0719;99,84310369
220340;PI-DOM EXPEDITO LOPES;0,1676;159,3279258
220342;PI-DOMINGOS MOURÃO;0,1229;68,88633754
220345;PI-DOM INOCÊNCIO;0,0855;52,32314776
220350;PI-ELESBÃO VELOSO;0,1277;157,5126695
220360;PI-ELISEU MARTINS;0,2283;284,8423194
220370;PI-ESPERANTINA;0,2624;196,2906108
220375;PI-FARTURA DO PIAUÍ;0,0528;56,52911249
220380;PI-FLORES DO PIAUÍ;0,1373;67,21935918
220385;PI-FLORESTA DO PIAUÍ;0,0911;156,3721658
220390;PI-FLORIANO;0,2513;215,2331693
220400;PI-FRANCINÓPOLIS;0,1152;18,69857891
220410;PI-FRANCISCO AYRES;0,1389;114,9954002
220415;PI-FRANCISCO MACEDO;0,1131;125,6281407
220420;PI-FRANCISCO SANTOS;0,1762;42,92306041
220430;PI-FRONTEIRAS;0,1667;68,8172043
220435;PI-GEMINIANO;0,1312;36,75119441
220440;PI-GILBUÉS;0,159;37,4181478
220450;PI-GUADALUPE;0,1878;161,9201829
220455;PI-GUARIBAS;0,0201;43,84042087
220460;PI-HUGO NAPOLEÃO;0,1876;206,3451122
220465;PI-ILHA GRANDE;0,1793;180,3522173
220470;PI-INHUMA;0,1583;97,98798014
220480;PI-IPIRANGA DO PIAUÍ;0,1051;91,73376822
220490;PI-ISAÍAS COELHO;0,0615;46,78909814
220500;PI-ITAINÓPOLIS;0,136;69,38421509
220510;PI-ITAUEIRA;0,1903;136,1285053
220515;PI-JACOBINA DO PIAUÍ;0,0913;52,25570458
220520;PI-JAICÓS;0,1293;151,80067
220525;PI-JARDIM DO MULATO;0,1535;66,60746004
220527;PI-JATOBÁ DO PIAUÍ;0,1326;143,8848921
220530;PI-JERUMENHA;0,1617;112,3090746
220535;PI-JOÃO COSTA;0,0802;66,4893617
220540;PI-JOAQUIM PIRES;0,2116;167,2007803
220545;PI-JOCA MARQUES;0,1224;110,2333272
220550;PI-JOSÉ DE FREITAS;0,1321;163,2319935
220551;PI-JUAZEIRO DO PIAUÍ;0,1706;36,50967506
220552;PI-JÚLIO BORGES;0,1128;195,4860494
220553;PI-JUREMA;0,1219;83,98068444
220554;PI-LAGOINHA DO PIAUÍ;0,1424;246,0456942
220555;PI-LAGOA ALEGRE;0,1174;140,4823226
220556;PI-LAGOA DO BARRO DO PIAUÍ;0,0855;150,3759398
220557;PI-LAGOA DE SÃO FRANCISCO;0,1091;59,1891092
220558;PI-LAGOA DO PIAUÍ;0,1953;98,42519685
220559;PI-LAGOA DO SÍTIO;0,1177;212,4782693
220560;PI-LANDRI SALES;0,1454;169,9716714
220570;PI-LUÍS CORREIA;0,1872;168,2557487
220580;PI-LUZILÂNDIA;0,2148;180,4912501
220585;PI-MADEIRO;0,1271;48,13477738
220590;PI-MANOEL EMÍDIO;0,159;224,3409983
220595;PI-MARCOLÂNDIA;0,2028;247,2915685
220600;PI-MARCOS PARENTE;0,2709;153,8799736
220605;PI-MASSAPÊ DO PIAUÍ;0,0633;0
220610;PI-MATIAS OLÍMPIO;0,1827;91,44111192
220620;PI-MIGUEL ALVES;0,1542;88,86255924
220630;PI-MIGUEL LEÃO;0,2755;80,25682183
220635;PI-MILTON BRANDÃO;0,2241;45,36518978
220640;PI-MONSENHOR GIL;0,177;274,5172283
220650;PI-MONSENHOR HIPÓLITO;0,153;25,80978191
220660;PI-MONTE ALEGRE DO PIAUÍ;0,1433;113,0688778
220665;PI-MORRO CABEÇA NO TEMPO;0,0863;66,19593998
220667;PI-MORRO DO CHAPÉU DO PIAUÍ;0,1616;58,85815185
220669;PI-MURICI DOS PORTELAS;0,157;109,1822251
220670;PI-NAZARÉ DO PIAUÍ;0,0874;109,0066767
220672;PI-NAZÁRIA;0,1861;151,6919487
220675;PI-NOSSA SENHORA DE NAZARÉ;0,1142;225,8726899
220680;PI-NOSSA SENHORA DOS REMÉDIOS;0,1892;115,0483203
220690;PI-NOVO ORIENTE DO PIAUÍ;0,0951;152,3229246
220695;PI-NOVO SANTO ANTÔNIO;0,1186;100,3009027
220700;PI-OEIRAS;0,1686;159,3345756
220710;PI-OLHO D'ÁGUA DO PIAUÍ;0,1593;122,0008133
220720;PI-PADRE MARCOS;0,1297;72,80139779
220730;PI-PAES LANDIM;0,2694;72,65681763
220735;PI-PAJEÚ DO PIAUÍ;0,1622;206,5506049
220740;PI-PALMEIRA DO PIAUÍ;0,1813;79,31786635
220750;PI-PALMEIRAIS;0,1348;96,2927299
220755;PI-PAQUETÁ;0,1103;101,3941698
220760;PI-PARNAGUÁ;0,1185;92,66981744
220770;PI-PARNAÍBA;0,3749;256,7318622
220775;PI-PASSAGEM FRANCA DO PIAUÍ;0,1762;231,857176
220777;PI-PATOS DO PIAUÍ;0,1302;93,86733417
220779;PI-PAU D'ARCO DO PIAUÍ;0,1411;98,88751545
220780;PI-PAULISTANA;0,136;63,34356576
220785;PI-PAVUSSU;0,0667;244,7647539
220790;PI-PEDRO II;0,216;203,9130659
220793;PI-PEDRO LAURENTINO;0,1485;78,86435331
220795;PI-NOVA SANTA RITA;0,0628;91,44947417
220800;PI-PICOS;0,2526;166,193654
220810;PI-PIMENTEIRAS;0,1917;197,9055001
220820;PI-PIO IX;0,1084;92,26594301
220830;PI-PIRACURUCA;0,2233;246,6048418
220840;PI-PIRIPIRI;0,2452;277,6819052
220850;PI-PORTO;0,1276;103,4373011
220855;PI-PORTO ALEGRE DO PIAUÍ;0,1857;110,701107
220860;PI-PRATA DO PIAUÍ;0,1105;126,9438274
220865;PI-QUEIMADA NOVA;0,0916;44,48398577
220870;PI-REDENÇÃO DO GURGUÉIA;0,2094;193,6659831
220880;PI-REGENERAÇÃO;0,1163;105,6847258
220885;PI-RIACHO FRIO;0,1086;69,57328386
220887;PI-RIBEIRA DO PIAUÍ;0,0747;89,34554389
220890;PI-RIBEIRO GONÇALVES;0,2591;136,2212233
220900;PI-RIO GRANDE DO PIAUÍ;0,1206;108,8308458
220910;PI-SANTA CRUZ DO PIAUÍ;0,1575;224,3589744
220915;PI-SANTA CRUZ DOS MILAGRES;0,1323;49,76362279
220920;PI-SANTA FILOMENA;0,1941;47,97697105
220930;PI-SANTA LUZ;0,2274;85,32423208
220935;PI-SANTANA DO PIAUÍ;0,1299;64,73888649
220937;PI-SANTA ROSA DO PIAUÍ;0,2776;57,06676812
220940;PI-SANTO ANTÔNIO DE LISBOA;0,1505;62,35385814
220945;PI-SANTO ANTÔNIO DOS MILAGRES;0,1337;92,54974549
220950;PI-SANTO INÁCIO DO PIAUÍ;0,1637;157,9778831
220955;PI-SÃO BRAZ DO PIAUÍ;0,0556;179,8561151
220960;PI-SÃO FÉLIX DO PIAUÍ;0,2215;101,971448
220965;PI-SÃO FRANCISCO DE ASSIS DO PIAUÍ;0,1527;34,75238923
220970;PI-SÃO FRANCISCO DO PIAUÍ;0,294;93,41429239
220975;PI-SÃO GONÇALO DO GURGUÉIA;0,199;98,65175929
220980;PI-SÃO GONÇALO DO PIAUÍ;0,2526;99,70089731
220985;PI-SÃO JOÃO DA CANABRAVA;0,1178;108,5069444
220987;PI-SÃO JOÃO DA FRONTEIRA;0,1313;66,20324396
220990;PI-SÃO JOÃO DA SERRA;0,1792;179,1822772
220995;PI-SÃO JOÃO DA VARJOTA;0,0917;41,32231405
220997;PI-SÃO JOÃO DO ARRAIAL;0,283;100,1376893
221000;PI-SÃO JOÃO DO PIAUÍ;0,1635;135,9157322
221005;PI-SÃO JOSÉ DO DIVINO;0,1488;205,7613169
221010;PI-SÃO JOSÉ DO PEIXE;0,1287;26,70226969
221020;PI-SÃO JOSÉ DO PIAUÍ;0,1422;119,3139448
221030;PI-SÃO JULIÃO;0,2766;141,4427157
221035;PI-SÃO LOURENÇO DO PIAUÍ;0,0781;65,60244916
221037;PI-SÃO LUIS DO PIAUÍ;0,1134;0
221038;PI-SÃO MIGUEL DA BAIXA GRANDE;0,2405;40,78303426
221039;PI-SÃO MIGUEL DO FIDALGO;0,0856;131,6222442
221040;PI-SÃO MIGUEL DO TAPUIO;0,1288;67,94247537
221050;PI-SÃO PEDRO DO PIAUÍ;0,2152;132,9508082
221060;PI-SÃO RAIMUNDO NONATO;0,1382;132,5266494
221062;PI-SEBASTIÃO BARROS;0,1445;86,48025368
221063;PI-SEBASTIÃO LEAL;0,311;93,15323707
221065;PI-SIGEFREDO PACHECO;0,1376;109,5508415
221070;PI-SIMÕES;0,1317;88,84029249
221080;PI-SIMPLÍCIO MENDES;0,1521;298,9536622
221090;PI-SOCORRO DO PIAUÍ;0,1573;153,2063909
221093;PI-SUSSUAPARA;0,154;89,15304606
221095;PI-TAMBORIL DO PIAUÍ;0,1201;171,2915382
221097;PI-TANQUE DO PIAUÍ;0,1487;36,16636528
221100;PI-TERESINA;0,3727;249,293226
221110;PI-UNIÃO;0,2033;121,3892323
221120;PI-URUÇUÍ;0,296;231,9324613
221130;PI-VALENÇA DO PIAUÍ;0,205;296,3954489
221135;PI-VÁRZEA BRANCA;0,0847;222,356984
221140;PI-VÁRZEA GRANDE;0,1676;22,77385561
221150;PI-VERA MENDES;0,077;64,99837504
221160;PI-VILA NOVA DO PIAUÍ;0,1605;33,65870077
221170;PI-WALL FERRAZ;0,1932;67,23442403
230010;CE-ABAIARA;0,1274;102,240777
230015;CE-ACARAPÉ;0,3217;160,7609351
230020;CE-ACARAÚ;0,2064;148,4650628
230030;CE-ACOPIARA;0,1332;219,2740004
230040;CE-AIUABA;0,0854;57,4745675
230050;CE-ALCÂNTARAS;0,1362;145,1254909
230060;CE-ALTANEIRA;0,0981;171,36831
230070;CE-ALTO SANTO;0,1303;128,3098099
230075;CE-AMONTADA;0,1713;108,1653319
230080;CE-ANTONINA DO NORTE;0,1097;299,1976064
230090;CE-APUIARÉS;0,1682;143,8356164
230100;CE-AQUIRAZ;0,3079;98,41661372
230110;CE-ARACATI;0,284;166,3380149
230120;CE-ARACOIABA;0,1961;105,7841248
230125;CE-ARARENDÁ;0,2201;146,3191587
230130;CE-ARARIPE;0,0861;60,18518519
230140;CE-ARATUBA;0,1821;67,52764413
230150;CE-ARNEIROZ;0,1497;191,3265306
230160;CE-ASSARÉ;0,1221;136,652859
230170;CE-AURORA;0,1442;121,6841081
230180;CE-BAIXIO;0,1073;159,0330789
230185;CE-BANABUIÚ;0,1347;76,93575864
230190;CE-BARBALHA;0,2608;177,6871062
230195;CE-BARREIRA;0,2669;142,6978818
230200;CE-BARRO;0,1178;92,59259259
230205;CE-BARROQUINHA;0,128;159,8188719
230210;CE-BATURITÉ;0,1913;193,006993
230220;CE-BEBERIBE;0,2424;181,0613555
230230;CE-BELA CRUZ;0,2184;193,3049001
230240;CE-BOA VIAGEM;0,1025;161,5568203
230250;CE-BREJO SANTO;0,1791;276,8963357
230260;CE-CAMOCIM;0,2468;230,9106046
230270;CE-CAMPOS SALES;0,134;105,7390797
230280;CE-CANINDÉ;0,1667;216,8915672
230290;CE-CAPISTRANO;0,1499;186,0412673
230300;CE-CARIDADE;0,1477;190,7127334
230310;CE-CARIRÉ;0,2787;205,9843886
230320;CE-CARIRIAÇU;0,1878;126,0893751
230330;CE-CARIÚS;0,1452;117,6533504
230340;CE-CARNAUBAL;0,2417;62,47870044
230350;CE-CASCAVEL;0,2806;182,5962115
230360;CE-CATARINA;0,1426;72,47077012
230365;CE-CATUNDA;0,1243;106,3624057
230370;CE-CAUCAIA;0,3668;219,7011621
230380;CE-CEDRO;0,1408;136,9487812
230390;CE-CHAVAL;0,1307;198,9440661
230393;CE-CHORÓ;0,1226;81,35492937
230395;CE-CHOROZINHO;0,2307;143,1109356
230400;CE-COREAÚ;0,1891;190,1798064
230410;CE-CRATEÚS;0,2034;227,7752617
230420;CE-CRATO;0,1541;140,7779115
230423;CE-CROATÁ;0,1584;44,28943143
230425;CE-CRUZ;0,3029;213,4772627
230426;CE-DEPUTADO IRAPUAN PINHEIRO;0,0881;114,2857143
230427;CE-ERERÊ;0,1406;138,9274799
230428;CE-EUSÉBIO;0,3909;201,4248946
230430;CE-FARIAS BRITO;0,1297;221,0796915
230435;CE-FORQUILHA;0,2907;293,1703691
230440;CE-FORTALEZA;0,4439;311,3876004
230445;CE-FORTIM;0,2839;145,631068
230450;CE-FRECHEIRINHA;0,2251;184,7640705
230460;CE-GENERAL SAMPAIO;0,1625;223,1556839
230465;CE-GRAÇA;0,1064;131,9536079
230470;CE-GRANJA;0,1149;138,8178564
230480;CE-GRANJEIRO;0,113;61,93228737
230490;CE-GROAÍRAS;0,3162;243,9465125
230495;CE-GUAIÚBA;0,2065;203,3456108
230500;CE-GUARACIABA DO NORTE;0,2329;91,03882683
230510;CE-GUARAMIRANGA;0,1529;77,0267668
230520;CE-HIDROLÂNDIA;0,2091;85,09360296
230523;CE-HORIZONTE;0,3348;170,7827792
230526;CE-IBARETAMA;0,1479;149,7790759
230530;CE-IBIAPINA;0,2459;108,0129616
230533;CE-IBICUITINGA;0,1786;127,744511
